cup,region,maturity,category,amount_eur,award_amount_eur,has_amount,has_award_amount,has_published_at,has_awarded_at,has_cig,has_procedure,has_contract_type,is_direct,is_works,is_framework
E68H24000370006,Veneto,Esecuzione lavori,ASILI NIDO,8000.0,8000.0,1,1,1,1,1,1,1,1,0,0
E68H24000370006,Veneto,Esecuzione lavori,ASILI NIDO,549807.15,530969.66,1,1,1,1,1,1,1,0,1,0
E68H24000370006,Veneto,Esecuzione lavori,ASILI NIDO,20698.0,20698.0,1,1,1,1,1,1,1,1,0,0
E68H24000370006,Veneto,Esecuzione lavori,ASILI NIDO,2000.0,2000.0,1,1,1,1,1,1,1,1,0,0
E68H24000390006,Sicilia,Esecuzione lavori,ASILI NIDO,37308.34,37308.34,1,1,1,1,1,1,1,1,0,0
E68H24000390006,Sicilia,Esecuzione lavori,ASILI NIDO,3743.06,3743.06,1,1,1,0,1,1,1,1,0,0
E68H24000390006,Sicilia,Esecuzione lavori,ASILI NIDO,403428.03,389222.21,1,1,1,1,1,1,1,0,1,0
E68H24000390006,Sicilia,Esecuzione lavori,ASILI NIDO,36400.0,36400.0,1,1,1,1,1,1,1,1,0,0
E68H24000390006,Sicilia,Esecuzione lavori,ASILI NIDO,2406.64,2406.64,1,1,1,0,1,1,1,1,0,0
E68H24000440006,Puglia,Collaudo non concluso,ASILI NIDO,1225000.0,11019401.05,1,1,1,1,1,1,1,0,1,0
E68H24000440006,Puglia,Collaudo non concluso,ASILI NIDO,68008.48,68008.48,1,1,1,1,1,1,1,1,0,0
E68H24000440006,Puglia,Collaudo non concluso,ASILI NIDO,3546.03,3546.03,1,1,1,0,1,1,1,1,0,0
E68H25000200006,Molise,Esecuzione lavori,ASILI NIDO,39200.0,39200.0,1,1,1,1,1,1,1,1,0,0
E68H25000200006,Molise,Esecuzione lavori,ASILI NIDO,294338.61,0.0,1,1,1,0,1,1,1,0,1,0
E68H25000240006,Campania,Esecuzione lavori,ASILI NIDO,4000.0,4000.0,1,1,1,0,1,1,1,1,0,0
E68H25000240006,Campania,Esecuzione lavori,ASILI NIDO,26538.4,26538.4,1,1,1,1,1,1,1,1,0,0
E68H25000240006,Campania,Esecuzione lavori,ASILI NIDO,1572.0,1572.0,1,1,1,1,1,1,1,1,0,0
E68H25000240006,Campania,Esecuzione lavori,ASILI NIDO,538226.98,352309.44,1,1,1,1,1,1,1,0,1,0
E68H25000240006,Campania,Esecuzione lavori,ASILI NIDO,14269.58,14269.58,1,1,1,1,1,1,1,1,0,0
E68H25000240006,Campania,Esecuzione lavori,ASILI NIDO,8579.6,8579.6,1,1,1,1,1,1,1,1,0,0
E68H25000240006,Campania,Esecuzione lavori,ASILI NIDO,5068.37,5068.37,1,1,1,1,1,1,1,1,0,0
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,29946.36,29946.36,1,1,1,1,1,1,1,1,0,1
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,2250.0,2250.0,1,1,1,1,1,1,1,1,0,0
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,1768.0,1768.0,1,1,1,1,1,1,1,1,0,0
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,382344.48,382344.48,1,1,1,1,1,1,1,1,1,1
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,3109.6,3793.71,1,1,1,1,1,1,1,1,0,0
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,11832.05,11832.05,1,1,1,1,1,1,1,1,0,1
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,4750.0,4750.0,1,1,1,0,1,1,1,1,1,0
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,4900.0,4900.0,1,1,1,0,1,1,1,1,1,0
E68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,1262.0,1262.0,1,1,1,0,1,1,1,1,0,0
E71B21001750005,Veneto,Collaudo non concluso,ASILI NIDO,84800.0,0.0,1,1,1,0,1,1,1,1,0,0
E71B21001750005,Veneto,Collaudo non concluso,ASILI NIDO,1071000.0,1040044.47,1,1,1,1,1,1,1,0,1,0
E71B21001750005,Veneto,Collaudo non concluso,ASILI NIDO,7000.0,7000.0,1,1,1,1,1,1,1,1,0,0
E71B22001060006,Campania,Esecuzione lavori,ASILI NIDO,1146119.29,0.0,1,1,1,0,1,1,1,0,1,0
E71B22001060006,Campania,Esecuzione lavori,ASILI NIDO,26414.23,0.0,1,1,1,0,1,1,1,1,0,0
E71B22001060006,Campania,Esecuzione lavori,ASILI NIDO,13385.49,0.0,1,1,1,0,1,1,1,1,0,0
E71B22001060006,Campania,Esecuzione lavori,ASILI NIDO,11833.18,11833.18,1,1,1,1,1,1,1,1,0,0
E71B22001430006,Abruzzo,Collaudo non concluso,ASILI NIDO,138062.17,80076.06,1,1,1,1,1,1,1,1,0,0
E71B22001430006,Abruzzo,Collaudo non concluso,ASILI NIDO,850.0,850.0,1,1,1,1,1,1,1,1,0,0
E71B22001430006,Abruzzo,Collaudo non concluso,ASILI NIDO,1050.0,840.0,1,1,1,1,1,1,1,1,0,0
E71B22001430006,Abruzzo,Collaudo non concluso,ASILI NIDO,8378.76,0.0,1,1,1,0,1,1,1,1,0,0
E71B22001430006,Abruzzo,Collaudo non concluso,ASILI NIDO,997611.4,616247.62,1,1,1,1,1,1,1,0,1,0
E71B22001430006,Abruzzo,Collaudo non concluso,ASILI NIDO,2800.0,1200.0,1,1,1,1,1,1,1,1,1,0
E71B22001730006,Abruzzo,Concluso,ASILI NIDO,85513.87,85513.87,1,1,1,1,1,1,1,1,0,0
E71B22001730006,Abruzzo,Concluso,ASILI NIDO,1235000.0,1194641.51,1,1,1,1,1,1,1,0,1,0
E71B22001730006,Abruzzo,Concluso,ASILI NIDO,4098.36,4098.36,1,1,1,1,1,1,1,1,0,0
E71B22001730006,Abruzzo,Concluso,ASILI NIDO,7442.0,7442.0,1,1,1,1,1,1,1,1,0,0
E71B22001730006,Abruzzo,Concluso,ASILI NIDO,1840.0,0.0,1,1,1,0,1,1,1,1,0,0
E72C22000040006,Toscana,Esecuzione lavori,ASILI NIDO,49920.0,48000.0,1,1,1,1,1,1,1,1,0,0
E72C22000040006,Toscana,Esecuzione lavori,ASILI NIDO,1111020.01,963064.82,1,1,1,1,1,1,1,0,1,0
E72C22000040006,Toscana,Esecuzione lavori,ASILI NIDO,728.0,700.0,1,1,1,1,1,1,1,1,0,0
E72C22000040006,Toscana,Esecuzione lavori,ASILI NIDO,18520.75,18520.75,1,1,1,1,1,1,1,1,0,0
E72C22000040006,Toscana,Esecuzione lavori,ASILI NIDO,11475.85,11475.85,1,1,1,1,1,1,1,1,0,0
E72C22000040006,Toscana,Esecuzione lavori,ASILI NIDO,9991.2,9991.2,1,1,1,1,1,1,1,1,0,0
E72C22000040006,Toscana,Esecuzione lavori,ASILI NIDO,23340.4,23340.4,1,1,1,1,1,1,1,1,0,0
E72C22000040006,Toscana,Esecuzione lavori,ASILI NIDO,8528.4,8528.4,1,1,1,1,1,1,1,1,0,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,50650.98,39936.35,1,1,1,1,1,1,1,1,0,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,56065.51,44205.49,1,1,1,1,1,1,1,1,0,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,4505.76,2512.82,1,1,1,1,1,1,1,1,0,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,1884.82,1884.82,1,1,1,1,1,1,1,1,0,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,18208.18,17661.94,1,1,1,1,1,1,1,1,0,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,1498248.82,1362097.35,1,1,1,1,1,1,1,0,1,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,63865.85,57110.8,1,1,1,1,1,1,1,1,0,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,6000.0,6000.0,1,1,1,1,1,1,1,1,0,0
E73C22000000006,Marche,Collaudo non concluso,ASILI NIDO,36298.39,28096.35,1,1,1,1,1,1,1,1,0,0
E73C22000270006,Marche,Collaudo non concluso,ASILI NIDO,138202.83,103652.12,1,1,1,1,1,1,1,1,0,0
E73C22000270006,Marche,Collaudo non concluso,ASILI NIDO,10226.75,8063.39,1,1,1,1,1,1,1,1,0,0
E73C22000270006,Marche,Collaudo non concluso,ASILI NIDO,1914.43,1857.0,1,1,1,1,1,1,1,1,0,0
E73C22000270006,Marche,Collaudo non concluso,ASILI NIDO,14637.36,11259.5,1,1,1,1,1,1,1,1,0,0
E73C22000270006,Marche,Collaudo non concluso,ASILI NIDO,985628.11,941475.01,1,1,1,1,1,1,1,0,1,0
E73C22000270006,Marche,Collaudo non concluso,ASILI NIDO,15312.51,14548.36,1,1,1,1,1,1,1,1,0,0
E73C22000270006,Marche,Collaudo non concluso,ASILI NIDO,33558.11,33558.11,1,1,1,1,1,1,1,1,1,0
E74E21000450005,Toscana,Collaudo non concluso,ASILI NIDO,455573.68,336321.29,1,1,1,1,1,1,1,0,1,0
E74E21000450005,Toscana,Collaudo non concluso,ASILI NIDO,2500.0,2500.0,1,1,1,0,1,1,1,1,0,0
E74E21000450005,Toscana,Collaudo non concluso,ASILI NIDO,32000.0,32000.0,1,1,1,1,1,1,1,1,0,0
E74E21000450005,Toscana,Collaudo non concluso,ASILI NIDO,3400.0,3400.0,1,1,1,0,1,1,1,1,0,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,26229.51,26229.51,1,1,1,1,1,1,1,1,0,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,1857.28,1857.28,1,1,1,1,1,1,1,1,0,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,3144.3,3144.3,1,1,1,1,1,1,1,1,1,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,272379.12,250348.02,1,1,1,1,1,1,1,0,1,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,3990.0,3990.0,1,1,1,1,1,1,1,1,0,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,3969.04,0.0,1,1,1,0,1,1,1,1,0,1
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,7400.0,7400.0,1,1,1,1,1,1,1,1,0,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,11850.0,11850.0,1,1,1,1,1,1,1,1,0,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,376.23,376.23,1,1,1,0,1,1,1,1,0,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,2400.0,2400.0,1,1,1,0,1,1,1,1,0,0
E74E21000480001,Toscana,Collaudo non concluso,ASILI NIDO,8820.0,8820.0,1,1,1,1,1,1,1,1,0,0
E74E22000280006,Friuli-Venezia Giulia,Concluso,ASILI NIDO,86924.23,82578.02,1,1,1,1,1,1,1,1,0,0
E74E22000280006,Friuli-Venezia Giulia,Concluso,ASILI NIDO,430000.0,439078.0,1,1,1,1,1,1,1,0,1,0
E74E22000280006,Friuli-Venezia Giulia,Concluso,ASILI NIDO,4169.74,2460.15,1,1,1,1,1,1,1,1,0,0
E75E21000910006,Toscana,Collaudo non concluso,ASILI NIDO,473366.47,457042.08,1,1,1,1,1,1,1,0,1,0
E75E21000910006,Toscana,Collaudo non concluso,ASILI NIDO,3730.0,0.0,1,1,1,1,1,1,1,1,0,0
E75E21000910006,Toscana,Collaudo non concluso,ASILI NIDO,42000.0,39800.0,1,1,1,1,1,1,1,1,0,0
E75E21000910006,Toscana,Collaudo non concluso,ASILI NIDO,3053.0,0.0,1,1,1,1,1,1,1,1,1,0
E75E21000910006,Toscana,Collaudo non concluso,ASILI NIDO,3480.0,3480.0,1,1,1,0,1,1,1,1,0,0
E75E22000000006,Puglia,Esecuzione lavori,ASILI NIDO,145587.13,141346.73,1,1,1,1,1,1,1,0,0,0
E75E22000000006,Puglia,Esecuzione lavori,ASILI NIDO,1530309.34,1500576.0,1,1,1,1,1,1,1,0,1,0
E75E22000000006,Puglia,Esecuzione lavori,ASILI NIDO,11822.19,11822.19,1,1,1,1,1,1,1,1,0,0
E75E22000000006,Puglia,Esecuzione lavori,ASILI NIDO,8030.88,8030.88,1,1,1,1,1,1,1,1,0,0
E75E22000000006,Puglia,Esecuzione lavori,ASILI NIDO,7950.57,7950.57,1,1,1,1,1,1,1,1,0,0
E75E22000020006,Lombardia,Collaudo non concluso,ASILI NIDO,30000.0,30000.0,1,1,1,1,0,1,0,1,0,0
E75E22000020006,Lombardia,Collaudo non concluso,ASILI NIDO,65731.4,65731.4,1,1,1,1,1,1,1,1,0,0
E75E22000020006,Lombardia,Collaudo non concluso,ASILI NIDO,795424.24,777666.9,1,1,1,1,1,1,1,0,1,0
E75E22000020006,Lombardia,Collaudo non concluso,ASILI NIDO,1269.0,1269.0,1,1,1,0,1,1,1,1,1,0
E75E22000020006,Lombardia,Collaudo non concluso,ASILI NIDO,4722.36,0.0,1,1,1,0,1,1,1,1,0,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,87502.81,74882.21,1,1,1,1,1,1,1,1,0,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,10523.22,8904.26,1,1,1,1,1,1,1,1,0,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,3237.9,2802.03,1,1,1,1,1,1,1,1,0,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,14081.6,9478.0,1,1,1,1,1,1,1,1,0,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,3567.67,2497.37,1,1,1,1,1,1,1,1,0,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,2067023.43,1948241.23,1,1,1,1,1,1,1,0,1,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,113689.57,90733.02,1,1,1,1,1,1,1,1,0,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,29990.57,27392.35,1,1,1,1,1,1,1,1,0,0
E75E22000040006,Marche,Collaudo non concluso,ASILI NIDO,26103.58,20079.68,1,1,1,1,1,1,1,1,0,0
E75E22000090006,Molise,Esecuzione lavori,ASILI NIDO,996696.04,867216.4,1,1,1,1,1,1,1,0,1,0
E75E22000090006,Molise,Esecuzione lavori,ASILI NIDO,1047.23,0.0,1,1,1,0,1,1,1,1,0,0
E75E22000090006,Molise,Esecuzione lavori,ASILI NIDO,30605.72,30299.66,1,1,1,1,1,1,1,1,0,0
E75E22000090006,Molise,Esecuzione lavori,ASILI NIDO,3352.12,3352.12,1,1,1,0,1,1,1,1,0,0
E75E22000090006,Molise,Esecuzione lavori,ASILI NIDO,995.0,995.0,1,1,1,0,1,1,1,1,0,0
E75E22000240001,Sicilia,Esecuzione lavori,ASILI NIDO,15442.78,15132.38,1,1,1,1,1,1,1,1,0,0
E75E22000240001,Sicilia,Esecuzione lavori,ASILI NIDO,46473.98,44986.81,1,1,1,1,1,1,1,1,0,0
E75E22000240001,Sicilia,Esecuzione lavori,ASILI NIDO,660000.0,445864.22,1,1,1,1,1,1,1,0,1,0
E75E22000240001,Sicilia,Esecuzione lavori,ASILI NIDO,60931.25,58981.45,1,1,1,1,1,1,1,1,0,0
E75E22000240001,Sicilia,Esecuzione lavori,ASILI NIDO,6975.22,6800.84,1,1,1,1,1,1,1,1,0,0
E75E22000240001,Sicilia,Esecuzione lavori,ASILI NIDO,2510.81,2510.81,1,1,1,0,1,1,1,1,0,0
E75E22000250006,Campania,Esecuzione lavori,ASILI NIDO,78080.0,78080.0,1,1,1,1,1,1,1,1,0,0
E75E22000250006,Campania,Esecuzione lavori,ASILI NIDO,8100.0,8019.0,1,1,1,1,1,1,1,1,0,0
E75E22000250006,Campania,Esecuzione lavori,ASILI NIDO,3000.0,3000.0,1,1,1,1,1,1,1,1,0,0
E75E22000250006,Campania,Esecuzione lavori,ASILI NIDO,5000.0,5000.0,1,1,1,1,1,1,1,1,0,0
E75E22000250006,Campania,Esecuzione lavori,ASILI NIDO,1112000.0,940199.37,1,1,1,1,1,1,1,0,1,0
E75E22000250006,Campania,Esecuzione lavori,ASILI NIDO,5616.0,5616.0,1,1,1,1,1,1,1,1,0,0
E75E22000280006,Marche,Collaudo non concluso,ASILI NIDO,106539.77,100003.97,1,1,1,1,1,1,1,1,0,0
E75E22000280006,Marche,Collaudo non concluso,ASILI NIDO,13289.9,9967.92,1,1,1,1,1,1,1,1,0,0
E75E22000280006,Marche,Collaudo non concluso,ASILI NIDO,8486.7,6365.03,1,1,1,1,1,1,1,1,0,0
E75E22000280006,Marche,Collaudo non concluso,ASILI NIDO,1799999.99,1522158.55,1,1,1,1,1,1,1,0,1,0
E75E22000280006,Marche,Collaudo non concluso,ASILI NIDO,106679.5,86677.09,1,1,1,1,1,1,1,1,0,0
E75E22000280006,Marche,Collaudo non concluso,ASILI NIDO,24990.23,22106.74,1,1,1,1,1,1,1,1,0,0
E75E24000040006,Puglia,Esecuzione lavori,ASILI NIDO,70000.31,70000.31,1,1,1,1,1,1,1,1,0,0
E75E24000040006,Puglia,Esecuzione lavori,ASILI NIDO,429430.9,425363.43,1,1,1,1,1,1,1,0,1,0
E75E24000040006,Puglia,Esecuzione lavori,ASILI NIDO,2485.19,2485.19,1,1,1,0,1,1,1,1,0,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,124636.93,124636.93,1,1,1,1,1,1,1,1,0,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,67265.63,67265.63,1,1,1,1,1,1,1,1,0,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,2000.0,2000.0,1,1,1,0,1,1,1,1,0,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,2026000.0,1910094.0,1,1,1,1,1,1,1,0,1,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,7180.22,0.0,1,1,1,0,1,1,1,0,0,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,42549.15,42549.15,1,1,1,1,1,1,1,1,0,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,81601.33,81601.33,1,1,1,1,1,1,1,1,0,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,38854.0,38854.0,1,1,1,1,1,1,1,1,1,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,3890.2,3890.2,1,1,1,0,1,1,1,1,1,0
E75E24000050001,Veneto,Collaudo non concluso,ASILI NIDO,360.0,360.0,1,1,1,0,1,1,1,1,1,0
E75E24000060006,Calabria,Esecuzione lavori,ASILI NIDO,6240.62,6240.62,1,1,1,1,1,1,1,1,0,0
E75E24000060006,Calabria,Esecuzione lavori,ASILI NIDO,80218.83,80218.83,1,1,1,1,1,1,1,1,0,0
E75E24000060006,Calabria,Esecuzione lavori,ASILI NIDO,17250.09,17250.09,1,1,1,1,1,1,1,1,0,0
E75E24000060006,Calabria,Esecuzione lavori,ASILI NIDO,81137.51,81137.51,1,1,1,1,1,1,1,1,0,0
E75E24000060006,Calabria,Esecuzione lavori,ASILI NIDO,474000.0,330086.82,1,1,1,1,1,1,1,0,1,0
E75E24000060006,Calabria,Esecuzione lavori,ASILI NIDO,5128.2,5128.2,1,1,1,1,1,1,1,1,0,0
E75E24000080006,Lazio,Collaudo non concluso,ASILI NIDO,1500.0,1500.0,1,1,1,0,1,1,1,1,0,0
E75E24000080006,Lazio,Collaudo non concluso,ASILI NIDO,4000.0,4000.0,1,1,1,0,1,1,1,1,0,0
E75E24000080006,Lazio,Collaudo non concluso,ASILI NIDO,4900.0,4900.0,1,1,1,0,1,1,1,1,0,0
E75E24000080006,Lazio,Collaudo non concluso,ASILI NIDO,54747.0,54747.0,1,1,1,1,1,1,1,1,0,0
E75E24000080006,Lazio,Collaudo non concluso,ASILI NIDO,498000.0,0.0,1,1,1,1,1,1,1,0,1,0
E75E24000080006,Lazio,Collaudo non concluso,ASILI NIDO,7500.0,7500.0,1,1,1,1,1,1,1,1,0,0
E75E24000080006,Lazio,Collaudo non concluso,ASILI NIDO,1500.0,1500.0,1,1,1,0,1,1,1,1,0,0
E75E24000090006,Lombardia,Esecuzione lavori,ASILI NIDO,37604.03,37604.03,1,1,1,1,1,1,1,1,0,0
E75E24000090006,Lombardia,Esecuzione lavori,ASILI NIDO,145228.16,145228.16,1,1,1,1,1,1,1,1,1,0
E75E24000090006,Lombardia,Esecuzione lavori,ASILI NIDO,81649.0,81649.0,1,1,1,1,1,1,1,1,1,0
E75E24000090006,Lombardia,Esecuzione lavori,ASILI NIDO,145230.79,145230.79,1,1,1,1,1,1,1,1,1,0
E75E24000090006,Lombardia,Esecuzione lavori,ASILI NIDO,1000.0,1000.0,1,1,1,0,1,1,1,1,0,0
E75E24000100007,Lazio,Esecuzione lavori,ASILI NIDO,46566.0,46566.0,1,1,1,1,1,1,1,1,0,0
E75E24000100007,Lazio,Esecuzione lavori,ASILI NIDO,3000.0,3000.0,1,1,1,0,1,1,1,1,0,0
E75E25000010006,Puglia,Esecuzione lavori,ASILI NIDO,70000.0,70000.0,1,1,1,1,1,1,1,1,0,0
E75E25000010006,Puglia,Esecuzione lavori,ASILI NIDO,429498.17,429289.78,1,1,1,1,1,1,1,0,1,0
E75E25000030006,Molise,Esecuzione lavori,ASILI NIDO,21763.36,21763.36,1,1,1,1,1,1,1,1,0,0
E75E25000030006,Molise,Esecuzione lavori,ASILI NIDO,386500.0,374339.71,1,1,1,1,1,1,1,0,1,0
E75E25000030006,Molise,Esecuzione lavori,ASILI NIDO,12710.4,12710.4,1,1,1,1,1,1,1,1,0,0
E75E25000040006,Calabria,Esecuzione lavori,ASILI NIDO,43512.0,43512.0,1,1,1,1,1,1,1,1,0,0
E75E25000040006,Calabria,Esecuzione lavori,ASILI NIDO,5950.2,5950.2,1,1,1,1,1,1,1,1,0,0
E75E25000040006,Calabria,Esecuzione lavori,ASILI NIDO,3800.0,3800.0,1,1,1,0,1,1,1,1,0,0
E75E25000040006,Calabria,Esecuzione lavori,ASILI NIDO,4800.0,4800.0,1,1,1,0,1,1,1,1,0,0
E75E25000040006,Calabria,Esecuzione lavori,ASILI NIDO,525000.0,358074.5,1,1,1,1,1,1,1,0,1,0
E75E25000060006,Abruzzo,Esecuzione lavori,ASILI NIDO,90059.57,90059.57,1,1,1,1,1,1,1,1,0,0
E75E25000060006,Abruzzo,Esecuzione lavori,ASILI NIDO,3328.9,3328.9,1,1,1,0,1,1,1,1,0,0
E75E25000060006,Abruzzo,Esecuzione lavori,ASILI NIDO,741419.3,722516.78,1,1,1,1,1,1,1,0,1,0
E75E25000060006,Abruzzo,Esecuzione lavori,ASILI NIDO,4614.59,4614.59,1,1,1,0,1,1,1,1,0,0
E76F22000020006,Basilicata,Collaudo non concluso,ASILI NIDO,76000.0,0.0,1,1,1,0,1,1,1,1,0,0
E76F22000020006,Basilicata,Collaudo non concluso,ASILI NIDO,7000.0,0.0,1,1,1,0,1,1,1,1,0,0
E76F22000020006,Basilicata,Collaudo non concluso,ASILI NIDO,3800.0,0.0,1,1,1,0,1,1,1,1,0,0
E76F22000020006,Basilicata,Collaudo non concluso,ASILI NIDO,1056300.12,1025063.23,1,1,1,1,1,1,1,0,1,0
E76F22000020006,Basilicata,Collaudo non concluso,ASILI NIDO,5723.0,0.0,1,1,1,0,1,1,1,1,0,0
E76F22000020006,Basilicata,Collaudo non concluso,ASILI NIDO,1296.05,1296.05,1,1,1,0,1,1,1,1,0,0
E77G24000170006,Abruzzo,Esecuzione lavori,ASILI NIDO,73999.89,73999.89,1,1,1,1,1,1,1,1,0,0
E77G24000170006,Abruzzo,Esecuzione lavori,ASILI NIDO,3596.97,3596.97,1,1,1,0,1,1,1,1,0,0
E77G24000170006,Abruzzo,Esecuzione lavori,ASILI NIDO,4086.0,4086.0,1,1,1,0,1,1,1,1,0,0
E77G24000170006,Abruzzo,Esecuzione lavori,ASILI NIDO,756490.18,0.0,1,1,1,0,1,1,1,0,1,0
E77G24000170006,Abruzzo,Esecuzione lavori,ASILI NIDO,2500.0,2500.0,1,1,1,0,1,1,1,1,1,0
E77G24000170006,Abruzzo,Esecuzione lavori,ASILI NIDO,2800.0,2800.0,1,1,1,1,1,1,1,1,0,0
E77G25000070006,Puglia,Prima dell'esecuzione,ASILI NIDO,2611.88,2611.88,1,1,1,0,1,1,1,1,0,0
E77H21001970005,Lombardia,Concluso,ASILI NIDO,144793.75,89815.56,1,1,1,1,1,1,1,0,0,0
E77H21001970005,Lombardia,Concluso,ASILI NIDO,986445.92,908968.08,1,1,1,1,1,1,1,0,1,0
E78H24000440006,Molise,Esecuzione lavori,ASILI NIDO,30000.0,30000.0,1,1,1,1,1,1,1,1,0,0
E78H24000440006,Molise,Esecuzione lavori,ASILI NIDO,1492.5,1492.5,1,1,1,0,1,1,1,1,0,0
E78H24000440006,Molise,Esecuzione lavori,ASILI NIDO,320000.0,282951.37,1,1,1,1,1,1,1,0,1,0
E78H24000470006,Puglia,Esecuzione lavori,ASILI NIDO,534721.46,534721.46,1,1,1,1,0,1,0,0,0,0
E78H24000490006,Lombardia,Esecuzione lavori,ASILI NIDO,30000.0,30000.0,1,1,1,1,1,1,1,1,0,0
E78H24000490006,Lombardia,Esecuzione lavori,ASILI NIDO,280000.0,274700.0,1,1,1,1,1,1,1,0,1,0
E78H25000300006,Piemonte,Esecuzione lavori,ASILI NIDO,27500.0,27500.0,1,1,1,1,1,1,1,1,0,0
E78H25000300006,Piemonte,Esecuzione lavori,ASILI NIDO,170963.22,0.0,1,1,1,0,1,1,1,0,1,0
E78H25000300006,Piemonte,Esecuzione lavori,ASILI NIDO,14988.5,14988.5,1,1,1,1,1,1,1,1,1,0
E81B22001640006,Lazio,Collaudo non concluso,ASILI NIDO,81000.0,0.0,1,1,1,0,1,1,1,1,0,0
E81B22001640006,Lazio,Collaudo non concluso,ASILI NIDO,996714.64,918346.67,1,1,1,1,1,1,1,0,1,0
E83C25002160006,Campania,Esecuzione lavori,ASILI NIDO,383000.0,374574.0,1,1,1,1,1,1,1,0,1,0
E83C25002160006,Campania,Esecuzione lavori,ASILI NIDO,20200.0,20200.0,1,1,1,1,1,1,1,1,0,0
E84E21055140006,Piemonte,Esecuzione lavori,ASILI NIDO,16134.24,7000.0,1,1,1,1,1,1,1,1,0,0
E84E21055140006,Piemonte,Esecuzione lavori,ASILI NIDO,16827.44,5900.0,1,1,1,1,1,1,1,1,0,0
E84E21055140006,Piemonte,Esecuzione lavori,ASILI NIDO,2103.53,1640.76,1,1,1,1,1,1,1,1,0,0
E84E21055140006,Piemonte,Esecuzione lavori,ASILI NIDO,800.0,800.0,1,1,1,1,1,1,1,1,0,0
E84E21055140006,Piemonte,Esecuzione lavori,ASILI NIDO,184000.0,183067.38,1,1,1,1,1,1,1,0,1,0
E84E21055140006,Piemonte,Esecuzione lavori,ASILI NIDO,400.0,400.0,1,1,1,0,1,1,1,1,0,0
E85E21000810006,Basilicata,Collaudo non concluso,ASILI NIDO,137853.85,0.0,1,1,1,0,1,1,1,1,0,0
E85E21000810006,Basilicata,Collaudo non concluso,ASILI NIDO,1864000.0,1864000.0,1,1,1,1,1,1,1,1,1,1
E85E21000810006,Basilicata,Collaudo non concluso,ASILI NIDO,3020.0,3020.0,1,1,1,0,1,1,1,1,0,0
E85E21000810006,Basilicata,Collaudo non concluso,ASILI NIDO,31915.0,31915.0,1,1,1,1,1,1,1,1,0,0
E85E21000810006,Basilicata,Collaudo non concluso,ASILI NIDO,628.0,0.0,1,1,1,0,1,1,1,1,0,0
E85E21000810006,Basilicata,Collaudo non concluso,ASILI NIDO,6184.0,0.0,1,1,1,0,1,1,1,1,0,0
