cup,region,maturity,category,amount_eur,award_amount_eur,has_amount,has_award_amount,has_published_at,has_awarded_at,has_cig,has_procedure,has_contract_type,is_direct,is_works,is_framework
B25E24000070006,Campania,Esecuzione lavori,ASILI NIDO,6517.15,6517.15,1,1,1,1,1,1,1,1,0,0
B25E24000070006,Campania,Esecuzione lavori,ASILI NIDO,14104.66,14104.66,1,1,1,1,1,1,1,1,0,0
B25E24000070006,Campania,Esecuzione lavori,ASILI NIDO,4850.0,4850.0,1,1,1,0,1,1,1,1,0,0
B25E24000070006,Campania,Esecuzione lavori,ASILI NIDO,1377500.0,1311617.69,1,1,1,1,1,1,1,0,1,0
B25E24000070006,Campania,Esecuzione lavori,ASILI NIDO,1656.0,1656.0,1,1,1,0,1,1,1,1,0,0
B25E24000070006,Campania,Esecuzione lavori,ASILI NIDO,8585.72,8585.72,1,1,1,1,1,1,1,1,0,0
B25E24000080001,Lombardia,Esecuzione lavori,ASILI NIDO,50752.0,50752.0,1,1,1,1,0,1,0,1,0,0
B25E24000080001,Lombardia,Esecuzione lavori,ASILI NIDO,1130926.88,945096.56,1,1,1,1,1,1,1,0,1,0
B25E24000080001,Lombardia,Esecuzione lavori,ASILI NIDO,3000.0,3000.0,1,1,1,0,1,1,1,1,0,0
B25E24000080001,Lombardia,Esecuzione lavori,ASILI NIDO,12360.36,12360.36,1,1,1,1,1,1,1,1,0,0
B25E24000080001,Lombardia,Esecuzione lavori,ASILI NIDO,3182.14,3182.14,1,1,1,1,1,1,1,1,1,0
B25E24000080001,Lombardia,Esecuzione lavori,ASILI NIDO,867.0,867.0,1,1,1,0,1,1,1,1,1,0
B25E24000080001,Lombardia,Esecuzione lavori,ASILI NIDO,2030.0,2030.0,1,1,1,0,1,1,1,1,1,0
B25E24000090006,Puglia,Collaudo non concluso,ASILI NIDO,250.0,250.0,1,1,1,1,0,1,0,1,0,0
B25E24000090006,Puglia,Collaudo non concluso,ASILI NIDO,71999.2,71999.2,1,1,1,1,1,1,1,1,0,0
B25E24000090006,Puglia,Collaudo non concluso,ASILI NIDO,4603.85,4603.85,1,1,1,1,1,1,1,1,0,0
B25E24000090006,Puglia,Collaudo non concluso,ASILI NIDO,423485.53,416055.73,1,1,1,1,1,1,1,0,1,0
B25E24000090006,Puglia,Collaudo non concluso,ASILI NIDO,2227.5,2227.5,1,1,1,0,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,104674.33,104674.33,1,1,1,1,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,5808.0,5808.0,1,1,1,1,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,5200.0,5200.0,1,1,1,1,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,1300.0,1300.0,1,1,1,0,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,200.0,200.0,1,1,1,0,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,8000.0,8000.0,1,1,1,1,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,986279.85,800006.5,1,1,1,1,1,1,1,0,1,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,5460.0,5460.0,1,1,1,1,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,2250.0,2250.0,1,1,1,0,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,24000.0,24000.0,1,1,1,1,1,1,1,1,0,0
B25E24000100006,Abruzzo,Collaudo non concluso,ASILI NIDO,2000.0,2000.0,1,1,1,0,1,1,1,1,0,0
B27G23000340006,Lazio,Esecuzione lavori,ASILI NIDO,53942.75,53942.75,1,1,1,1,1,1,1,1,0,0
B27G23000340006,Lazio,Esecuzione lavori,ASILI NIDO,349514.61,336058.3,1,1,1,1,1,1,1,0,1,0
B27G25000030006,Piemonte,Esecuzione lavori,ASILI NIDO,23920.0,23920.0,1,1,1,1,0,1,0,1,0,0
B27G25000030006,Piemonte,Esecuzione lavori,ASILI NIDO,41600.0,41600.0,1,1,1,1,1,1,1,1,0,0
B27G25000030006,Piemonte,Esecuzione lavori,ASILI NIDO,387445.59,338576.9,1,1,1,1,1,1,1,0,1,0
B27G25000030006,Piemonte,Esecuzione lavori,ASILI NIDO,19230.77,19230.77,1,1,1,1,1,1,1,1,0,0
B28H22000010001,Marche,Collaudo non concluso,ASILI NIDO,64056.74,57651.07,1,1,1,1,1,1,1,1,0,0
B28H22000010001,Marche,Collaudo non concluso,ASILI NIDO,1060.29,954.26,1,1,1,1,1,1,1,1,0,0
B28H22000010001,Marche,Collaudo non concluso,ASILI NIDO,4331.22,4114.66,1,1,1,1,1,1,1,1,0,0
B28H22000010001,Marche,Collaudo non concluso,ASILI NIDO,370308.63,317588.32,1,1,1,1,1,1,1,0,1,0
B28H22000080006,Lombardia,Concluso,ASILI NIDO,4990.0,4990.0,1,1,1,1,1,1,1,1,0,0
B28H22000080006,Lombardia,Concluso,ASILI NIDO,11880.0,11880.0,1,1,1,1,1,1,1,1,0,0
B28H22000080006,Lombardia,Concluso,ASILI NIDO,149800.0,149800.0,1,1,1,1,1,1,1,1,1,0
B28H22000080006,Lombardia,Concluso,ASILI NIDO,1560.0,1560.0,1,1,1,1,1,1,1,1,0,0
B28H22000080006,Lombardia,Concluso,ASILI NIDO,800.0,832.0,1,1,1,1,1,1,1,1,0,0
B28H22000080006,Lombardia,Concluso,ASILI NIDO,700.0,700.0,1,1,1,0,1,1,1,1,0,0
B28H22000080006,Lombardia,Concluso,ASILI NIDO,327.0,327.0,1,1,1,0,1,1,1,1,0,0
B28H22000080006,Lombardia,Concluso,ASILI NIDO,1040.0,1040.0,1,1,1,0,1,1,1,1,0,0
B28H24000730006,Puglia,Collaudo non concluso,ASILI NIDO,58480.0,58480.0,1,1,1,1,1,1,1,1,0,0
B28H24000730006,Puglia,Collaudo non concluso,ASILI NIDO,345000.0,341331.4,1,1,1,1,1,1,1,0,1,0
B28H25000550006,Lombardia,Collaudo non concluso,ASILI NIDO,228626.51,222004.09,1,1,1,1,0,1,0,0,0,0
B28H25000570006,Sicilia,Esecuzione lavori,ASILI NIDO,99599.0,99599.0,1,1,1,1,1,1,1,1,0,0
B28H25000570006,Sicilia,Esecuzione lavori,ASILI NIDO,710000.0,0.0,1,1,1,1,1,1,1,0,1,0
B28H25000580006,Piemonte,Collaudo non concluso,ASILI NIDO,70970.82,70970.82,1,1,1,1,1,1,1,1,0,0
B28H25000580006,Piemonte,Collaudo non concluso,ASILI NIDO,454442.42,438496.92,1,1,1,1,1,1,1,0,1,0
B28H25000580006,Piemonte,Collaudo non concluso,ASILI NIDO,800.0,800.0,1,1,1,0,1,1,1,1,0,0
B28H25001060006,Puglia,Esecuzione lavori,ASILI NIDO,71999.19,71999.19,1,1,1,1,1,1,1,1,0,0
B28H25001060006,Puglia,Esecuzione lavori,ASILI NIDO,430711.05,426511.45,1,1,1,1,1,1,1,0,1,0
B28H25001060006,Puglia,Esecuzione lavori,ASILI NIDO,2328.75,2328.75,1,1,1,0,1,1,1,1,0,0
B28I22000080006,Sicilia,Concluso,ASILI NIDO,2500.0,2500.0,1,1,1,1,1,1,1,1,0,0
B28I22000080006,Sicilia,Concluso,ASILI NIDO,485282.99,330596.59,1,1,1,1,1,1,1,0,1,0
B28I22000080006,Sicilia,Concluso,ASILI NIDO,33441.01,30096.91,1,1,1,1,1,1,1,1,0,0
B29J21031260002,Lombardia,Collaudo non concluso,ASILI NIDO,44684.99,14705.83,1,1,1,1,1,1,1,1,0,0
B29J21031260002,Lombardia,Collaudo non concluso,ASILI NIDO,512175.0,432015.04,1,1,1,1,1,1,1,0,1,0
B31B21002680005,Lombardia,Collaudo non concluso,ASILI NIDO,138890.87,129862.96,1,1,1,1,1,1,1,1,0,0
B31B21002680005,Lombardia,Collaudo non concluso,ASILI NIDO,21100.0,20889.0,1,1,1,1,1,1,1,1,0,0
B31B21002680005,Lombardia,Collaudo non concluso,ASILI NIDO,3646287.89,3408461.63,1,1,1,1,1,1,1,0,1,0
B31B21002680005,Lombardia,Collaudo non concluso,ASILI NIDO,88924.97,53999.69,1,1,1,1,1,1,1,1,0,0
B31B21002680005,Lombardia,Collaudo non concluso,ASILI NIDO,122513.22,95009.0,1,1,1,1,1,1,1,1,0,0
B31B21002680005,Lombardia,Collaudo non concluso,ASILI NIDO,51803.95,155411.85,1,1,1,1,1,1,1,1,0,0
B31B21002680005,Lombardia,Collaudo non concluso,ASILI NIDO,920.0,920.0,1,1,1,0,1,1,1,1,0,0
B31B21003340001,Puglia,Collaudo non concluso,ASILI NIDO,138909.13,136130.95,1,1,1,1,1,1,1,1,0,0
B31B21003340001,Puglia,Collaudo non concluso,ASILI NIDO,4778.97,3488.65,1,1,1,1,1,1,1,1,0,0
B31B21003340001,Puglia,Collaudo non concluso,ASILI NIDO,42605.26,37918.68,1,1,1,1,1,1,1,1,0,0
B31B21003340001,Puglia,Collaudo non concluso,ASILI NIDO,2669469.58,2317316.95,1,1,1,1,1,1,1,0,1,0
B31B21003340001,Puglia,Collaudo non concluso,ASILI NIDO,30844.21,0.0,1,1,1,0,1,1,1,1,0,0
B31B21003340001,Puglia,Collaudo non concluso,ASILI NIDO,2960.0,0.0,1,1,1,0,1,1,1,1,0,0
B31B21012890007,Lombardia,Collaudo non concluso,ASILI NIDO,126000.0,106305.09,1,1,1,1,1,1,1,1,0,0
B31B21012890007,Lombardia,Collaudo non concluso,ASILI NIDO,1378000.0,1065719.0,1,1,1,1,1,1,1,0,1,0
B31B21012890007,Lombardia,Collaudo non concluso,ASILI NIDO,995.0,995.0,1,1,1,0,1,1,1,1,0,0
B31B21012890007,Lombardia,Collaudo non concluso,ASILI NIDO,3073.25,3073.25,1,1,1,0,1,1,1,1,0,0
B31B21012890007,Lombardia,Collaudo non concluso,ASILI NIDO,9500.0,0.0,1,1,1,0,1,1,1,1,0,0
B31B21012890007,Lombardia,Collaudo non concluso,ASILI NIDO,24000.0,0.0,1,1,1,0,1,1,1,1,0,0
B31B21013180006,Campania,Esecuzione lavori,ASILI NIDO,975.57,975.57,1,1,1,1,0,1,0,1,0,0
B31B21013180006,Campania,Esecuzione lavori,ASILI NIDO,1149771.43,957385.39,1,1,1,1,1,1,1,0,1,0
B31B21013180006,Campania,Esecuzione lavori,ASILI NIDO,1802.44,0.0,1,1,1,1,1,1,1,1,0,0
B31B21013180006,Campania,Esecuzione lavori,ASILI NIDO,33304.21,0.0,1,1,1,1,1,1,1,1,0,0
B31B21013180006,Campania,Esecuzione lavori,ASILI NIDO,22502.84,0.0,1,1,1,1,1,1,1,1,0,0
B31B21013180006,Campania,Esecuzione lavori,ASILI NIDO,5619.72,5619.72,1,1,1,1,1,1,1,1,0,0
B31B21013180006,Campania,Esecuzione lavori,ASILI NIDO,15000.0,15000.0,1,1,1,1,1,1,1,1,0,0
B31B21013320006,Sicilia,Esecuzione lavori,ASILI NIDO,1302073.85,977171.45,1,1,1,1,1,1,1,0,1,0
B31B21013320006,Sicilia,Esecuzione lavori,ASILI NIDO,110240.0,0.0,1,1,1,0,1,1,1,1,0,0
B31B21013320006,Sicilia,Esecuzione lavori,ASILI NIDO,2450.0,0.0,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,214859.85,210000.0,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,43224.63,20224.8,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,38080.14,38080.14,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,2858877.89,2858877.89,1,1,1,1,1,1,1,1,1,1
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,92734.98,92734.98,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,16500.79,16500.79,1,1,1,1,1,1,1,0,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,19569.67,19569.67,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,844902.0,844902.0,1,1,1,1,1,1,1,0,1,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,9790.2,9790.2,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,6300.0,6300.0,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,7180.22,7180.22,1,1,1,1,1,1,1,1,0,0
B31B22000410006,Liguria,Esecuzione lavori,ASILI NIDO,4640.33,4640.33,1,1,1,1,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,122327.41,82901.29,1,1,1,1,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,10450.0,9509.5,1,1,1,1,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,1900694.68,1836702.83,1,1,1,1,1,1,1,0,1,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,39612.11,19524.81,1,1,1,1,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,15195.54,5926.26,1,1,1,1,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,1500.0,1500.0,1,1,1,1,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,52569.82,33989.02,1,1,1,1,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,8772.69,8772.69,1,1,1,1,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,3000.0,3000.0,1,1,1,0,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,3950.0,3950.0,1,1,1,0,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,4400.0,4400.0,1,1,1,0,1,1,1,1,0,0
B31B22001070006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,6000.0,6000.0,1,1,1,1,1,1,1,1,0,0
B31B22001090006,Toscana,Esecuzione lavori,ASILI NIDO,47468.83,0.0,1,1,1,0,1,1,1,1,0,0
B31B22001090006,Toscana,Esecuzione lavori,ASILI NIDO,842913.6,758142.28,1,1,1,1,1,1,1,0,1,0
B31B22001090006,Toscana,Esecuzione lavori,ASILI NIDO,58134.67,0.0,1,1,1,0,1,1,1,1,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,38703.23,38703.23,1,1,1,1,0,1,0,0,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,113891.98,111250.8,1,1,1,1,1,1,1,1,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,5676.05,5676.05,1,1,1,1,1,1,1,1,0,1
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,3929.4,3929.4,1,1,1,1,1,1,1,0,1,1
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,1636.14,1636.14,1,1,1,1,1,1,1,1,0,1
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,1312726.74,1312726.74,1,1,1,1,1,1,1,1,1,1
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,1170.0,1170.0,1,1,1,1,1,1,1,1,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,84371.39,62434.83,1,1,1,1,1,1,1,1,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,39123.03,25000.0,1,1,1,1,1,1,1,1,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,61984.25,0.0,1,1,1,0,1,1,1,1,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,6044.22,0.0,1,1,1,0,1,1,1,1,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,5780.0,5780.0,1,1,1,1,1,1,1,1,0,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,2847.29,0.0,1,1,1,0,1,1,1,1,1,0
B31B22001160006,Toscana,Esecuzione lavori,ASILI NIDO,25313.63,25313.63,1,1,1,1,1,1,1,1,1,1
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,121000.0,121000.0,1,1,1,1,1,1,1,1,0,0
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,139000.0,138000.0,1,1,1,1,1,1,1,1,0,0
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,24000.0,22000.0,1,1,1,1,1,1,1,1,0,0
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,3324291.81,2529293.64,1,1,1,1,1,1,1,0,1,0
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,45627.9,45627.9,1,1,1,1,1,1,1,1,0,0
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,26474.9,26474.9,1,1,1,1,1,1,1,1,0,0
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,3500.0,3640.0,1,1,1,1,1,1,1,1,0,0
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,860.0,0.0,1,1,1,1,1,1,1,1,0,0
B31B22001200006,Umbria,Collaudo non concluso,ASILI NIDO,566.54,0.0,1,1,1,0,1,1,1,1,0,0
B32B24000340006,Puglia,Collaudo non concluso,ASILI NIDO,3500.0,3500.0,1,1,1,1,0,1,0,1,0,0
B32B24000340006,Puglia,Collaudo non concluso,ASILI NIDO,60000.0,60000.0,1,1,1,1,1,1,1,1,0,0
B32B24000340006,Puglia,Collaudo non concluso,ASILI NIDO,530000.0,418803.84,1,1,1,1,1,1,1,0,1,0
B32C22000360006,Campania,Esecuzione lavori,ASILI NIDO,38900.0,36760.5,1,1,1,1,1,1,1,0,0,0
B32C22000360006,Campania,Esecuzione lavori,ASILI NIDO,3900.0,3822.0,1,1,1,1,1,1,1,1,0,0
B32C22000360006,Campania,Esecuzione lavori,ASILI NIDO,585395.75,0.0,1,1,1,0,1,1,1,0,1,0
B32C22000360006,Campania,Esecuzione lavori,ASILI NIDO,5900.0,5850.0,1,1,1,1,1,1,1,1,0,0
B32C22000360006,Campania,Esecuzione lavori,ASILI NIDO,4900.0,4800.0,1,1,1,1,1,1,1,1,0,0
B32C22000360006,Campania,Esecuzione lavori,ASILI NIDO,17800.0,17800.0,1,1,1,1,1,1,1,1,0,0
B32C22000360006,Campania,Esecuzione lavori,ASILI NIDO,2000.0,2000.0,1,1,1,0,1,1,1,1,0,0
B33C22000000006,Veneto,Esecuzione lavori,ASILI NIDO,19500.0,10089.3,1,1,1,1,1,1,1,1,0,0
B33C22000000006,Veneto,Esecuzione lavori,ASILI NIDO,1635000.0,1613380.6,1,1,1,1,1,1,1,0,1,0
B33C22000000006,Veneto,Esecuzione lavori,ASILI NIDO,137372.58,137372.58,1,1,1,1,1,1,1,1,0,0
B33C22000000006,Veneto,Esecuzione lavori,ASILI NIDO,41322.24,41322.24,1,1,1,1,1,1,1,1,0,0
B33C22000020006,Sicilia,Concluso,ASILI NIDO,29319.04,27853.09,1,1,1,1,1,1,1,1,0,0
B33C22000020006,Sicilia,Concluso,ASILI NIDO,310000.0,210923.25,1,1,1,1,1,1,1,0,1,0
B33C22000070006,Basilicata,Esecuzione lavori,ASILI NIDO,281600.0,0.0,1,1,1,1,1,1,1,0,1,0
B33C22000120006,Calabria,Esecuzione lavori,ASILI NIDO,40000.0,39500.0,1,1,1,1,1,1,1,1,0,0
B33C22000120006,Calabria,Esecuzione lavori,ASILI NIDO,9000.0,8950.0,1,1,1,1,1,1,1,1,0,0
B33C22000120006,Calabria,Esecuzione lavori,ASILI NIDO,7500.0,7425.0,1,1,1,1,1,1,1,1,0,0
B33C22000120006,Calabria,Esecuzione lavori,ASILI NIDO,17000.0,17000.0,1,1,1,1,1,1,1,1,0,0
B33C22000120006,Calabria,Esecuzione lavori,ASILI NIDO,14000.0,13800.0,1,1,1,1,1,1,1,1,0,0
B33C22000120006,Calabria,Esecuzione lavori,ASILI NIDO,1175991.02,808165.9,1,1,1,1,1,1,1,0,1,0
B33C22000120006,Calabria,Esecuzione lavori,ASILI NIDO,11759.91,0.0,1,1,1,0,1,1,1,1,0,0
B33C22000450006,Calabria,Esecuzione lavori,ASILI NIDO,9000.0,8640.0,1,1,1,1,1,1,1,1,0,0
B33C22000450006,Calabria,Esecuzione lavori,ASILI NIDO,376335.0,367390.39,1,1,1,1,1,1,1,0,1,0
B33C22000450006,Calabria,Esecuzione lavori,ASILI NIDO,3600.0,3600.0,1,1,1,1,1,1,1,1,0,0
B33C22000450006,Calabria,Esecuzione lavori,ASILI NIDO,5000.0,4900.0,1,1,1,1,1,1,1,1,0,0
B33C25000340006,Calabria,Prima dell'esecuzione,ASILI NIDO,30000.0,30000.0,1,1,1,1,1,1,1,1,0,0
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,108439.86,108439.86,1,1,1,1,1,1,1,1,0,1
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,45471.22,17224.5,1,1,1,1,1,1,1,1,0,0
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,2073674.46,2073674.46,1,1,1,1,1,1,1,1,1,1
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,51729.16,32191.06,1,1,1,1,1,1,1,1,0,0
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,9366.2,9366.2,1,1,1,1,1,1,1,1,0,0
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,32067.9,32067.9,1,1,1,1,1,1,1,1,0,0
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,45205.0,45205.0,1,1,1,1,1,1,1,1,1,0
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,4368.85,4368.85,1,1,1,1,1,1,1,1,0,0
B33D22000370006,Liguria,Collaudo non concluso,ASILI NIDO,13063.5,13063.5,1,1,1,1,1,1,1,1,1,0
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,128402.92,128402.92,1,1,1,1,1,1,1,1,0,1
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,54178.0,50385.54,1,1,1,1,1,1,1,1,0,0
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,2530649.94,2530649.94,1,1,1,1,1,1,1,1,1,1
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,54122.53,28625.41,1,1,1,1,1,1,1,1,0,0
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,10964.89,10526.29,1,1,1,1,1,1,1,1,0,0
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,29332.2,29332.2,1,1,1,1,1,1,1,1,1,0
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,10564.4,10564.4,1,1,1,1,1,1,1,1,0,0
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,6220.2,6220.2,1,1,1,1,1,1,1,1,0,0
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,10838.37,10838.37,1,1,1,1,1,1,1,1,0,0
B33D22000380006,Liguria,Esecuzione lavori,ASILI NIDO,3393.5,3393.5,1,1,1,0,1,1,1,1,1,0
B33D22000460006,Liguria,Collaudo non concluso,ASILI NIDO,108514.2,108514.2,1,1,1,1,1,1,1,1,0,1
B33D22000460006,Liguria,Collaudo non concluso,ASILI NIDO,1440844.11,1440844.11,1,1,1,1,1,1,1,1,1,1
B33D22000460006,Liguria,Collaudo non concluso,ASILI NIDO,89081.12,71060.01,1,1,1,1,1,1,1,1,0,0
B33D22000460006,Liguria,Collaudo non concluso,ASILI NIDO,2229.97,2229.97,1,1,1,0,1,1,1,1,1,0
B33D22000460006,Liguria,Collaudo non concluso,ASILI NIDO,4300.0,4300.0,1,1,1,0,1,1,1,1,0,0
B34E22000260006,Piemonte,Collaudo non concluso,ASILI NIDO,67323.96,47530.0,1,1,1,1,1,1,1,1,0,0
B34E22000260006,Piemonte,Collaudo non concluso,ASILI NIDO,829511.78,754506.18,1,1,1,1,1,1,1,1,1,0
B34E22000260006,Piemonte,Collaudo non concluso,ASILI NIDO,62292.53,62292.53,1,1,1,1,1,1,1,1,1,0
B34E22000260006,Piemonte,Collaudo non concluso,ASILI NIDO,9000.0,9000.0,1,1,1,1,1,1,1,1,0,0
B35E21002950001,Veneto,Collaudo non concluso,ASILI NIDO,294365.6,83984.94,1,1,1,1,1,1,1,0,0,0
B35E21002950001,Veneto,Collaudo non concluso,ASILI NIDO,3224070.51,3155168.93,1,1,1,1,1,1,1,0,1,0
B35E21002950001,Veneto,Collaudo non concluso,ASILI NIDO,44162.0,0.0,1,1,1,0,1,1,1,1,0,0
B35E21002950001,Veneto,Collaudo non concluso,ASILI NIDO,22313.71,0.0,1,1,1,0,1,1,1,1,0,0
B35E21002950001,Veneto,Collaudo non concluso,ASILI NIDO,25000.0,0.0,1,1,1,1,1,1,1,1,0,0
B35E21002950001,Veneto,Collaudo non concluso,ASILI NIDO,6405.32,0.0,1,1,1,0,1,1,1,1,0,0
B35E22000050006,Piemonte,Collaudo non concluso,ASILI NIDO,137500.0,137500.0,1,1,1,1,1,1,1,1,0,0
B35E22000050006,Piemonte,Collaudo non concluso,ASILI NIDO,51991.71,37600.0,1,1,1,1,1,1,1,1,0,0
B35E22000050006,Piemonte,Collaudo non concluso,ASILI NIDO,21000.0,21000.0,1,1,1,1,1,1,1,1,0,0
B35E22000050006,Piemonte,Collaudo non concluso,ASILI NIDO,1525944.56,1524463.29,1,1,1,1,1,1,1,0,1,0
B35E22000060006,Veneto,Esecuzione lavori,ASILI NIDO,26278.48,20996.51,1,1,1,1,1,1,1,1,0,0
B35E22000060006,Veneto,Esecuzione lavori,ASILI NIDO,1370000.0,1323602.0,1,1,1,1,1,1,1,0,1,0
B35E22000060006,Veneto,Esecuzione lavori,ASILI NIDO,89098.84,89098.84,1,1,1,1,1,1,1,1,0,0
B35E22000060006,Veneto,Esecuzione lavori,ASILI NIDO,25914.03,25914.03,1,1,1,1,1,1,1,1,0,0
B35E22000070006,Veneto,Esecuzione lavori,ASILI NIDO,34407.32,28902.15,1,1,1,1,1,1,1,1,0,0
B35E22000070006,Veneto,Esecuzione lavori,ASILI NIDO,1950000.0,1816968.71,1,1,1,1,1,1,1,0,1,0
B35E22000300006,Basilicata,Esecuzione lavori,ASILI NIDO,739253.15,0.0,1,1,1,1,1,1,1,0,1,0
B35E22000360006,Veneto,Esecuzione lavori,ASILI NIDO,24900.0,24402.0,1,1,1,1,1,1,1,1,0,0
B35E22000360006,Veneto,Esecuzione lavori,ASILI NIDO,165415.53,163761.38,1,1,1,1,1,1,1,1,0,0
B35E22000360006,Veneto,Esecuzione lavori,ASILI NIDO,1376716.16,1376716.16,1,1,1,1,1,1,1,1,1,1
B35E22000360006,Veneto,Esecuzione lavori,ASILI NIDO,5720.0,5720.0,1,1,1,1,1,1,1,1,0,0
B35E22000360006,Veneto,Esecuzione lavori,ASILI NIDO,3900.0,3900.0,1,1,1,1,1,1,1,1,0,0
B35E22000430006,Liguria,Esecuzione lavori,ASILI NIDO,124190.24,124190.24,1,1,1,1,1,1,1,1,0,1
B35E22000430006,Liguria,Esecuzione lavori,ASILI NIDO,24151.2,21279.62,1,1,1,1,1,1,1,1,0,0
